"Avaliando IDEPB - 2017
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA
Rede Estadual";;;;;;;;;;;;;
Retorna Índice.;;;;;;;;;;;;;
Código da Etapa de Escolaridade;Etapa de Escolaridade;Rede de Ensino;Código de GRE;GRE;Código de Município;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068628;EEEFM MONSENHOR EMILIANO CRISTO;3,89;3,65;3,77;0,78;2,93
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068636;EEEFM PROF JOSE SOARES DE CARVALHO;4,86;4,41;4,63;0,77;3,54
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068709;EEEF JOHN KENNEDY;3,72;3,61;3,67;0,81;2,96
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069675;EEEFM MAJOR ANTONIO DE AQUINO;3,38;3,18;3,28;0,72;2,35
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2511707;PILOEZINHOS;25070088;EEEFM SILVIO PORTO;3,43;3,31;3,37;0,80;2,68
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2511806;PIRPIRITUBA;25070312;EEEFM AUGUSTO DE ALMEIDA;3,58;3,52;3,55;0,82;2,93
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2515609;SERRA DA RAIZ;25070576;EEEFM MARIA JOSE MIRANDA BURITY;4,06;4,47;4,26;0,87;3,71
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2504157;CASSERENGUE;25110780;EEEM PROFESSORA BEATRIZ MARIA DE ABREU;3,74;3,32;3,53;0,66;2,34
27;3ª série do Ensino Médio;ESTADUAL;2;2ª GRE-GUARABIRA;2503506;CACIMBA DE DENTRO;25122908;EEEFMN PEDRO TARGINO DA COSTA MOREIRA;3,59;3,49;3,54;0,61;2,16
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501005;ARARUNA;25059017;EEEF TARGINO PEREIRA CEPES AN1;4,84;5,01;4,92;0,75;3,71
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516003;SOLANEA;25060384;EEEF CELSO CIRNE;5,52;5,12;5,32;0,91;4,87
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516409;TACIMA;25061003;EEEF PEDRO TARGINO;4,68;4,98;4,83;0,93;4,50
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501500;BANANEIRAS;25064916;EEEF XAVIER JUNIOR;4,48;5,67;5,07;0,93;4,71
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511608;PILOES;25065742;EEEF DOM SANTINO COUTINHO;4,66;4,76;4,71;0,94;4,44
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515906;SERRARIA;25066021;EEEF FRANCISCO DUARTE;5,36;4,87;5,11;0,86;4,37
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2500809;ARACAGI;25066668;EEEF RODRIGUES DE CARVALHO;4,95;4,89;4,92;0,71;3,49
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501906;BELEM;25067141;EEEF FELINTO ELIZIO;5,72;6,21;5,96;0,91;5,42
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2503605;CAICARA;25067478;EEEF DOUTOR JOAO SOARES;3,88;3,73;3,80;0,79;3,01
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2508554;LOGRADOURO;25067737;EEEF PREF JOSE ANTONIO NEVES;5,94;4,80;5,37;0,95;5,09
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2505808;DUAS ESTRADAS;25068083;EEEF FRANCISCO COSTA;4,44;5,16;4,80;0,70;3,34
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068644;EEEF ANTENOR NAVARRO;4,50;4,98;4,74;0,93;4,43
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068652;EEEF PROFESSOR ANTONIO BENVINDO;5,80;5,08;5,44;0,80;4,34
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068660;EEEF DEP GUSTAVO AMORIM;5,12;5,01;5,06;0,85;4,29
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068695;EEEF DES PEDRO BANDEIRA;5,56;5,68;5,62;0,88;4,94
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068717;EEEF ABDON MIRANDA;4,15;4,44;4,30;0,87;3,74
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068733;EEEF JOAO FRANCELINO DA SILVA;3,90;3,67;3,79;0,83;3,15
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069683;EEEF JARDILINA CRUZ PEREIRA;7,38;7,55;7,46;0,99;7,36
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069713;EEEF DE LOURENCO;7,07;7,20;7,14;1,00;7,14
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069721;EEEF D AMARO BELTRAO;6,07;5,96;6,02;0,93;5,60
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511806;PIRPIRITUBA;25070290;EEEF MONS WALFREDO LEAL;4,91;4,68;4,79;0,88;4,24
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515930;SERTAOZINHO;25070304;EEEF BELMIRA ARRUDA ALCOFORADO;5,08;5,28;5,18;0,94;4,89
18;5º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515609;SERRA DA RAIZ;25070584;EEEF PADRE EMIDIO FERNANDES;4,60;4,70;4,65;0,87;4,03
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501005;ARARUNA;25058975;EEEFM BENJAMIN MARANHAO;4,33;4,78;4,55;0,69;3,14
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501005;ARARUNA;25059017;EEEF TARGINO PEREIRA CEPES AN1;4,43;4,16;4,29;0,56;2,41
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2503506;CACIMBA DE DENTRO;25059610;EEEF PERILO DE OLIVEIRA;3,25;3,57;3,41;0,85;2,90
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516003;SOLANEA;25060376;EEEFM DR ALFREDO PESSOA DE LIMA;3,95;4,39;4,17;0,71;2,98
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516003;SOLANEA;25060384;EEEF CELSO CIRNE;5,01;4,74;4,88;0,81;3,94
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516003;SOLANEA;25060392;EEEF PE GERALDO DA S PINTO;4,56;4,86;4,71;0,80;3,78
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2516409;TACIMA;25061003;EEEF PEDRO TARGINO;3,36;4,35;3,86;0,67;2,56
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501500;BANANEIRAS;25065025;ENE PROF PEDRO A DE ALMEIDA;4,24;4,31;4,27;0,74;3,14
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2502706;BORBOREMA;25065513;EEEFM EFIGENIO LEITE;3,67;3,74;3,71;0,47;1,75
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511608;PILOES;25065726;EEEFM ANTONIETA C DE MENEZES;3,39;3,71;3,55;0,89;3,15
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515906;SERRARIA;25066013;EEEFM ANTONIO BENTO;3,84;3,72;3,78;0,49;1,84
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2500502;ALAGOINHA;25066374;EEEFM AGENOR CLEMENTE DOS SANTOS;4,77;4,77;4,77;0,82;3,90
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2500809;ARACAGI;25066668;EEEF RODRIGUES DE CARVALHO;3,81;4,08;3,94;0,71;2,82
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2501906;BELEM;25067133;EEEFM MARCIA GUEDES ALCOFORADO DE CARVALHO;3,32;3,48;3,40;0,56;1,89
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2503605;CAICARA;25067478;EEEF DOUTOR JOAO SOARES;3,91;3,99;3,95;0,71;2,82
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2508554;LOGRADOURO;25067737;EEEF PREF JOSE ANTONIO NEVES;3,56;3,80;3,68;0,91;3,35
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2505204;CUITEGI;25067869;EEEFM ODILON NELSON DANTAS;3,45;3,67;3,56;0,61;2,18
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515930;SERTAOZINHO;25068342;EEEFM JOAO DE FREITAS MOUZINHO;4,09;4,03;4,06;0,89;3,62
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068628;EEEFM MONSENHOR EMILIANO CRISTO;3,16;3,77;3,47;0,73;2,52
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068644;EEEF ANTENOR NAVARRO;4,78;4,95;4,87;0,89;4,34
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068660;EEEF DEP GUSTAVO AMORIM;1,98;2,81;2,40;0,63;1,52
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068695;EEEF DES PEDRO BANDEIRA;3,52;4,09;3,81;0,75;2,87
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068709;EEEF JOHN KENNEDY;3,09;3,93;3,51;0,60;2,12
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2506301;GUARABIRA;25068725;EEEF PROFESSOR EDGARDO JULIO;3,40;3,79;3,60;0,86;3,08
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069675;EEEFM MAJOR ANTONIO DE AQUINO;4,31;4,26;4,29;0,78;3,34
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069683;EEEF JARDILINA CRUZ PEREIRA;3,11;3,99;3,55;0,85;3,01
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2509800;MULUNGU;25069721;EEEF D AMARO BELTRAO;4,45;4,33;4,39;0,80;3,50
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511707;PILOEZINHOS;25070088;EEEFM SILVIO PORTO;3,38;3,84;3,61;0,78;2,83
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511806;PIRPIRITUBA;25070290;EEEF MONS WALFREDO LEAL;4,10;4,23;4,17;0,60;2,48
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2511806;PIRPIRITUBA;25070312;EEEFM AUGUSTO DE ALMEIDA;4,12;4,17;4,15;0,84;3,47
41;9º ano do Ensino Fundamental;ESTADUAL;2;2ª GRE-GUARABIRA;2515609;SERRA DA RAIZ;25070576;EEEFM MARIA JOSE MIRANDA BURITY;3,59;3,65;3,62;0,89;3,22
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2507705;JUAZEIRINHO;25041525;EEEFM MARECHAL ALMEIDA BARRETO;4,43;3,95;4,19;0,87;3,64
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2508505;LIVRAMENTO;25045059;EEEFM JOAO LELYS;4,64;4,16;4,40;0,84;3,71
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501351;ASSUNCAO;25050427;EEEFM JOAO ROGERIO D TOLEDO;4,33;3,80;4,06;0,84;3,41
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516508;TAPEROA;25050435;EEEFM MELQUIADES VILAR;4,83;4,33;4,58;0,79;3,63
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501708;BARRA DE SAO MIGUEL;25051296;EEE FUNDAMENTAL E MEDIO MELQUIADES TEJO;3,84;3,55;3,70;0,81;3,00
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502508;BOQUEIRAO;25051580;EEEFM CONSELHEIRO JOSE BRAZ DO REGO;4,31;4,14;4,23;0,87;3,67
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500536;ALCANTIL;25051598;EEEFM DE ALCANTIL;4,76;4,38;4,57;0,79;3,62
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512788;RIACHO DE SANTO ANTONIO;25051660;EEEFM ANA FERREIRA DA COSTA;4,57;4,78;4,68;0,73;3,40
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501575;BARRA DE SANTANA;25052497;EEEFM ALM ANTONIO HERACLITO DO REGO;4,19;4,11;4,15;0,79;3,26
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504355;CATURITE;25052802;EEEFM FELIX ARAUJO;4,10;3,71;3,91;0,84;3,27
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2503100;CABACEIRAS;25053124;EEEFM ALCIDES BEZERRA;4,87;5,14;5,01;0,81;4,05
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2513943;SAO DOMINGOS DO CARIRI;25053493;EEEFM FRANCISCO DEODATO DO NASCIMENTO;4,70;4,50;4,60;0,83;3,83
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500908;ARARA;25054783;EEEFM MONS JOSE PAULINO;5,23;4,48;4,85;0,55;2,69
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512002;POCINHOS;25057146;EEEFM ANTONIO GALDINO FILHO;4,91;4,29;4,60;0,79;3,64
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512705;REMIGIO;25057820;EEEFM JOSE B SOBRINHO;4,76;4,02;4,39;0,57;2,49
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516102;SOLEDADE;25058304;EEEFM DR TRAJANO NOBREGA;4,08;4,10;4,09;0,87;3,57
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501203;AREIAL;25061402;EEEFM FRANCISCO A SILVA;4,45;4,28;4,36;0,60;2,63
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506004;ESPERANCA;25061720;EEEFM MONS JOSE DA SILVA COUTINHO;4,58;4,35;4,47;0,67;2,98
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506004;ESPERANCA;25061739;EEEFM IRINEU JOFFILY;4,00;3,96;3,98;0,70;2,79
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509503;MONTADAS;25062069;EEEFM MARIA JOSE DE SOUZA;4,38;4,30;4,34;0,76;3,30
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;25062220;EEEFM MONS JOSE BORGES;4,39;4,15;4,27;0,76;3,22
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25062638;EEEFM PADRE HILDON BANDEIRA;4,25;3,98;4,12;0,75;3,08
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500403;ALAGOA NOVA;25063340;EEEFM MONSENHOR JOSE BORGES DE CARVALHO;4,76;4,19;4,47;0,76;3,41
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509339;MATINHAS;25063359;EEEFM DESEMBARGADOR ARTUR VIRGINIO DE MOURA;4,44;3,86;4,15;0,72;2,99
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064126;EEEIEFM CARLOTA BARREIRA;4,45;4,34;4,39;0,91;4,00
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064134;EEEFM MIN J A ALMEIDA;4,16;3,91;4,04;0,83;3,33
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25070703;CAIC JOSE JOFILLY;5,04;4,19;4,61;0,74;3,43
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25071939;ESC EST AUDIO COMUNICACAO DE C GRANDE;1,87;2,74;2,30;0,79;1,82
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072005;EEEFM ADEMAR VELOSO SILVEIRA;5,17;4,30;4,74;0,71;3,37
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072013;EEEFM PROF RAUL CORDULA;4,94;4,55;4,75;0,68;3,25
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072021;EEEFM SEN ARGEMIRO DE FIGUEIREDO;5,12;4,46;4,79;0,68;3,28
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072030;EEEFM NENZINHA CUNHA LIMA;3,90;3,66;3,78;0,69;2,61
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072064;EEEF MARIA AUGUSTA LUCENA BRITO;3,22;3,17;3,19;0,87;2,79
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072099;EEEFM ASSIS CHATEAUBRIAND;4,26;3,79;4,02;0,68;2,72
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072102;EEEFM DEP ALVARO GAUDENCIO DE QUEIROZ;4,41;4,22;4,31;0,72;3,13
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072110;EEEFM FELIX ARAUJO;4,71;4,16;4,43;0,83;3,68
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072129;EEEFM SAO SEBASTIAO;4,34;4,12;4,23;0,76;3,21
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072137;EEEFM PROF ANESIO LEAO;4,69;4,43;4,56;0,72;3,31
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072145;EEEFM DOM LUIZ GONZAGA FERNANDES;4,66;4,35;4,51;0,65;2,91
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072153;EEEFM SEVERINO CABRAL;5,02;4,80;4,91;0,55;2,72
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072218;EEEFM CLEMENTINO PROCOPIO;5,10;4,59;4,85;0,70;3,38
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072277;EEEF MONTE CARMELO CEPES CGI;4,33;4,02;4,18;0,66;2,77
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072307;EEEF SOLON DE LUCENA;4,80;4,18;4,49;0,83;3,71
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072404;EEEFM RUBENS DUTRA II;4,09;3,87;3,98;0,77;3,07
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072412;EEEFM ESCRITOR VIRGINIUS DA GAMA E MELO;4,70;4,60;4,65;0,70;3,23
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072420;EEEM DR ELPIDIO DE ALMEIDA;5,16;4,73;4,94;0,64;3,16
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072439;EEEFM DR HORTENSIO DE SOUSA RIBEIRO;5,06;4,74;4,90;0,84;4,11
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072692;ENE PE EMIDIO VIANA CORREIA;4,79;4,30;4,55;0,70;3,17
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502151;BOA VISTA;25075918;EEEFM TEODOSIO DE OLIVEIRA LEDO;4,30;3,80;4,05;0,92;3,74
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076400;EEEFM PROF ANTONIO OLIVEIRA;4,40;4,16;4,28;0,64;2,75
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076582;EEEFM IRMA JOAQUINA SAMPAIO;3,66;3,22;3,44;0,73;2,50
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076590;EEEFM JOSE MIGUEL LEAO;4,33;3,70;4,02;0,80;3,23
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506103;FAGUNDES;25077147;EEEFM JOANA EMILIA DA SILVA;4,40;4,02;4,21;0,82;3,45
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2508307;LAGOA SECA;25077759;EEEFM FRANCISCA MARTINIANO DA ROCHA;4,41;4,00;4,21;0,84;3,52
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509206;MASSARANDUBA;25078135;EEEFM MARIA ZECA SOUZA;3,36;3,41;3,39;0,87;2,95
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509206;MASSARANDUBA;25078143;EEEFM EVERALDO AGRA;3,81;3,26;3,54;0,64;2,28
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512408;PUXINANA;25078550;EEEFM PLINIO LEMOS;4,15;3,53;3,84;0,77;2,97
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512408;PUXINANA;25078569;EEEF SEVERIANO PEDRO DO NASCIMENTO;4,63;4,28;4,45;0,74;3,30
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25078992;EEEFM FRANCISCO E DO REGO;3,89;3,75;3,82;0,73;2,78
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515807;SERRA REDONDA;25080016;EEEFM DOM ADAUTO;4,06;3,60;3,83;0,81;3,10
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2507200;ITATUBA;25081888;EEEFM JOSE R DE ATAIDE;4,50;4,42;4,46;0,76;3,37
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501302;AROEIRAS;25083490;EEEFM DEP CARLOS PESSOA FILHO;3,34;3,31;3,33;0,83;2,78
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506251;GADO BRAVO;25084445;EEEFM JOAO DA SILVA MONTEIRO;3,71;3,54;3,62;0,94;3,41
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509909;NATUBA;25084526;EEEFM DR FRANCISCO DE ALBUQUERQUE MONTENEGRO;4,08;4,03;4,05;0,78;3,15
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2517001;UMBUZEIRO;25084950;EEEFM PRESIDENTE JOAO PESSOA;3,77;3,76;3,76;0,79;2,98
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2513158;SANTA CECILIA;25084992;EEEFM ANTONIO FRANCISCO GOMES;4,03;3,80;3,92;0,81;3,17
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114808;EEEFM PROF ITAN PEREIRA;5,13;4,89;5,01;0,71;3,54
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117459;EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA;4,99;4,10;4,54;0,59;2,69
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25120670;EEEFM MAJOR VENEZIANO VITAL DO REGO;3,94;3,73;3,83;0,76;2,90
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516755;TENORIO;25123297;EEEFEM MARIA ELIDIA RANGEL;4,93;4,34;4,64;0,86;4,01
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25123998;ESCOLA WALNYZA BORBOREMA CUNHA;4,90;4,57;4,74;0,84;3,96
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25126415;EEEFM TEREZA ALVES DE MOURA;4,06;4,08;4,07;0,73;2,96
